"","STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
"368472",40,"4/5/1999 0:00:00","01:05:00 AM","CST",59,"HARPER","OK","HAIL",7,"NE","BUFFALO","4/5/1999 0:00:00","01:05:00 AM",0,NA,7,"NE","BUFFALO",0,0,NA,75,0,0,0,"",0,"","OUN","OKLAHOMA, Western, Central and Southeast","",3654,9932,3654,9932,"
A long line of thunderstorms moved east across most of western and central Oklahoma during the early morning of the 5th resulting in widespread straight-line damage and 5 tornadoes. Severe thunderstorms first developed in Magnum in Greer County where large tree limbs were blown down. In Woods County trees were downed 12 miles west of Alva near the intersection of Highway 64 and Highway 14. In addition, power poles were snapped; house roofs and barns were damaged, and sheds were blown over. Power lines were also downed 7 miles west of Alva. In Washita County many house roofs were damaged in Dill City, and power lines were downed 5 miles southwest of Dill City. In Woodward County large tree limbs were downed in Belva, while in Mooreland a camper trailer was destroyed; fences and tree limbs were blown down, and numerous vehicles were damaged.
 
A survey conducted by the National Weather Service concluded that an F1 tornado touched down 6 miles west-southwest of Cherokee in Alfalfa County and tracked northeast for 7 miles before dissipating about 4 miles north of Cherokee. Two hay storage barns and another storage barn at a feedlot were destroyed, and a large irrigation system was destroyed. Also in Alfalfa County a haybarn was destroyed in Ingersoll; the roof was ripped off of a boat house, and another house received minor roof damage. Large power poles were blown down 5 miles northeast of Cherokee, and a barn was blown down in Amorita, also in Alfalfa County. Another tornado was confirmed by a National Weather Service survey 4 miles north-northeast of Ames in Major County. This tornado, rated an F0, touched down in an open field with no known damage. The same thunderstorm that produced this tornado was also responsible for straight-line winds which blew a moving vehicle off the road 4 miles north of Ames. 

A tornado also developed 2 miles north of Carrier in Garfield County, but no damage (F0) was observed as it touched down briefly in an open field. Another tornado, 3rd of the day, touched down about 8 miles south-southwest of Wakita in Garfield County and tracked northeast to about 5 miles south of Wakita. One sheet metal/wood frame hay storage barn was destroyed, and another was damaged. A truck was damaged, and tree limbs were blown down. The weak nature of the structures damaged or destroyed by this tornado warranted an F0 intensity rating. In addition to the tornado damage in Garfield County, straight-line wind damage was observed 2 miles north of Carrier where road signs were blown over, 7 miles south of Wakita where a shed was destroyed; a barn was blown over; a truck was damaged, and a few homes suffered roof and window damage, and 12 miles northwest of Medford where a semi was blown over, while in Grant County straight-line winds blew down power lines 6 miles west of Wakita.

As the line of thunderstorms continued to move east across portions of central Oklahoma, another tornado, an F1, developed in McClain County about 1 mile south of the intersection of Highway 59 and Highway 39, and moved northeast for 3 miles before dissipating. The most significant damage occurred near the intersection of Highway 39 and Youth Camp Road where the roof of a medium-sized house was severely damaged; 2 barns were destroyed, and a travel trailer was blown over onto a nearby car. In Pottowatomie County 1 mile southwest of McLoud a gazebo was destroyed, and a metal barn was damaged. Large tree limbs and a chainlink fence were also blown down, while in Wynnewood in Garvin County a barn was destroyed, and the roof of a horse barn was blown off; numerous trees and power poles were downed, and many homes received minor roof and structural damage. Severe thunderstorm winds also damaged a hangar and aircraft at the Ardmore Regional Airport in Ardmore in Carter County, while widespread damage occurred in Holdenville in Hughes County. Three homes received major damage, while 143 other homes received minor damage. Trees, power lines, and a radio tower were blown down, and at least one vehicle was damaged.",368433
"508107",37,"5/15/2003 0:00:00","03:15:00 PM","EST",11,"AVERY","NC","HAIL",0,"","LINVILLE","5/15/2003 0:00:00","03:15:00 PM",0,NA,0,"","LINVILLE",0,0,NA,75,0,0,0,"",0,"","GSP","NORTH CAROLINA, Southwest","",3605,8152,3605,8152,"",508107
"371014",42,"5/24/1999 0:00:00","02:45:00 PM","EST",131,"WYOMING","PA","TSTM WIND",0,"","LACEYVILLE","5/24/1999 0:00:00","03:00:00 PM",0,NA,0,"","CENTER MORELAND",0,0,NA,0,0,0,10,"K",0,"","BGM","PENNSYLVANIA, Northeast","",4139,7610,4125,7556,"Several trees and powerlines blown down. Three-quarter inch hail reported at 3:45 pm in Laceyville.
A strong cold front driven by moderate jet stream winds interacted with a warm and humid airmass over northeast Pennsylvania during the mid afternoon.  These features spawned scattered thunderstorms which tracked east and northeast through several counties.  A few storms became severe and provided brief bouts of damaging wind gusts and hail  between 3:00 and 4:30 p.m where numerous trees and some powerlines were downed over the region.  One tree found it's way onto an automobile in Bradford county and another toppled into a house in Susquehanna county.",370974
"221290",37,"11/11/1995 0:00:00","1850","EST",183,"WAKE","NC","THUNDERSTORM WINDS",0,"","N Raleigh","","",0,NA,0,"","",0,0,NA,0,0,0,12,"K",0,"","","","",0,0,0,0,"Trees down in portions of north Raleigh at Six Forks and Stickland Roads. Tree down on a car causing extensive damage. ",221290
"683878",48,"6/13/2007 0:00:00","15:15:00 PM","CST",361,"ORANGE","TX","HAIL",2,"WSW","PEVETO","6/13/2007 0:00:00","15:15:00 PM",0,NA,0,"","",0,0,NA,150,0,0,0,"K",0,"K","LCH","TEXAS, Southeast","                                                                                                                                                                                                        ",3007,9351,0,0,"EPISODE NARRATIVE: Isolated severe thunderstorm produced large hail in Jefferson and Orange County.",683858
"144134",46,"7/14/1984 0:00:00","1930","CST",113,"SHANNON","SD","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","AT","","",4306,10211,0,0,"",144134
"386236",17,"8/6/2000 0:00:00","04:27:00 PM","CST",31,"COOK","IL","TSTM WIND",0,"","PALOS HILLS","8/6/2000 0:00:00","04:27:00 PM",0,NA,0,"","PALOS HILLS",0,0,NA,52,0,0,0,"",0,"","LOT","ILLINOIS, Northeast","",4142,8748,4142,8748,"A line of severe thunderstorms that developed in north and northcentral Illinois moved into the Chicago metropolitan area during the late afternoon hours. Widespread tree damage was reported across many communities, with some trees four to six inches in diameter being torn apart in the town of Harvey. ",386186
"112682",38,"7/24/1978 0:00:00","1717","CST",19,"CAVALIER","ND","TORNADO",0,"","","","",0,NA,0,"","",8.6,100,1,0,0,0,250,"K",0,"","","","",4838,9817,4838,9805,"",112682
"859579",28,"4/15/2011 0:00:00","09:20:00 AM","CST",153,"WAYNE","MS","TORNADO",5,"SW","WHISTLER","4/15/2011 0:00:00","09:21:00 AM",0,NA,0,"","",0,50,0,0,0,0,0,"K",0,"K","MOB","MISSISSIPPI, Southeast","                                                                                                                                                                                                        ",3139,8853,0,0,"EPISODE NARRATIVE: Numerous supercell thunderstorms developed in the late morning through the evening hours across Mississippi and Alabama.  A series of long track tornadic supercell thunderstorms impacted southeast Mississippi in the late morning through the afternoon hours...with another round of severe storms developing in the evening hours preceding a strong cold front.EVENT NARRATIVE: Tornado reported by EMA north of Strengthford near the Whistler area.",859508
"717690",29,"4/3/2008 0:00:00","07:30:00 AM","CST",167,"POLK","MO","FLASH FLOOD",3,"NE","GOODSON","4/3/2008 0:00:00","09:00:00 AM",0,NA,2,"NE","GOODSON",0,0,NA,0,0,0,0,"K",0,"K","SGF","MISSOURI, Southwest","                                                                                                                                                                                                        ",3743,9313,3743,9313,"EVENT NARRATIVE: Lindley Creek flooded over a section of Highway P. EPISODE NARRATIVE: Marginally severe thunderstorms produced hail and flash flooding over several counties in southwest and central Missouri.  Wet soil conditions from record breaking rainfall caused enhanced runoff leading to an unusual onset of flash flooding.",717659
"297232",36,"11/7/1997 0:00:00","07:00:00 PM","EST",5,"BRONX","NY","HEAVY RAIN",0,"","COUNTYWIDE","11/9/1997 0:00:00","05:00:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,0,"",0,"","OKX","NEW YORK, Coastal","",0,0,0,0,"
With a strong high pressure system extending from north of New England southwest across the Great Lakes, a low pressure system formed off the Southeast Coast during Thursday, November 6th.  The low slowly intensified as it moved very slowly north off the Mid-Atlantic Coast Friday and Saturday.  It did not pass north of the area until Sunday, November 9th.

The heaviest rain fell during Saturday morning and afternoon on November 8th.  Generally 1 to 2 inches of rain fell across the area.  However, specific amounts ranged from 0.66 inches at Bridgehampton (Suffolk County) to 2.65 inches at Montgomery (Orange County). Minor flooding of low-lying poor drainage areas occurred where leafs clogged drains.

Northeast gales developed over the coastal waters after 7 am Friday, November 7th and lasted until around 8 am on Saturday, November 8th.  Seas peaked at 12 to 15 feet from 10 am on Friday through 10 am on Saturday.

Northeast winds gusted from 30 to 40 mph.  The highest peak gust was 44 mph at LaGuardia Airport on Friday, November 7th and 47 mph on Saturday, November 8th.
",297232
"240596",48,"5/31/1995 0:00:00","1650","CST",339,"MONTGOMERY AND SAN JACINTO","TX","TORNADO",0,"","","","",0,NA,0,"","",8,50,1,0,0,0,120,"K",0,"","","","",0,0,0,0,"Local sheriff reported two houses destroyed, concrete damage, and trees and power lines downed just to the northeast of Cut And Shoot and into western San Jacinto County. The storm first touched down at 1625 CST near the town of Cut-N-Shoot in eastern Montgomery County. It crossed the county line at 1640 CST before lifting approximately five miles southwest of Coldspring. ",240554
"865467",21,"5/13/2011 0:00:00","03:18:00 PM","CST",145,"MCCRACKEN","KY","THUNDERSTORM WIND",3,"SSW","CAMMELIA","5/13/2011 0:00:00","03:18:00 PM",0,NA,4,"WSW","MASSAC",0,0,NA,52,0,0,8,"K",0,"K","PAH","KENTUCKY, Southwest","                                                                                                                                                                                                        ",3658,8847,3700,8845,"EPISODE NARRATIVE: An isolated severe thunderstorm occurred ahead of a closed 500 mb low moving east across Missouri. A weak surface low was located over central Illinois, with a cold front trailing southward across the Mississippi Valley.EVENT NARRATIVE: Numerous tree limbs and a couple of whole trees were blown down across roadways.",865417
"620476",25,"7/29/2006 0:00:00","05:45:00 PM","EST",3,"BERKSHIRE","MA","TSTM WIND",0,"","ADAMS","7/29/2006 0:00:00","05:45:00 PM",0,NA,0,"","ADAMS",0,0,NA,60,0,0,0,"",0,"","ALY","MASSACHUSETTS, West","",4238,7307,4238,7307,"A trained spotter reported that several tree limbs were blown down in Adams.
On July 29, an east-to-west cold front north of the St Lawrence Valley at daybreak moved into northern New England by the afternoon. A severe thunderstorm formed over the Berkshires late in the afternoon. The thunderstorm blew down several large limbs in North Adams.",620446
"534469",19,"7/22/2004 0:00:00","05:00:00 AM","CST",155,"POTTAWATTAMIE","IA","TSTM WIND",0,"","MINDEN","7/22/2004 0:00:00","05:00:00 AM",0,NA,0,"","MINDEN",0,0,NA,65,0,0,0,"",0,"","OAX","IOWA, Southwest","",4128,9533,4128,9533,"Thunderstorms wind gusts estimated at 70 to 80 mph uprooted a large tree and downed other large tree branches in town.  Several power lines were also downed by the winds or by branches falling on them.
",534403
"659103",20,"5/29/2007 0:00:00","21:30:00 PM","CST",55,"FINNEY","KS","THUNDERSTORM WIND",10,"N","(GCK)GARDEN CITY ARPT","5/29/2007 0:00:00","21:30:00 PM",0,NA,0,"","",0,0,NA,61,0,0,0,"K",0,"K","DDC","KANSAS, Southwest","                                                                                                                                                                                                        ",3804,10043,0,0,"EPISODE NARRATIVE: Severe thunderstorms on the 29th produced a lot of high wind gusts.",659042
"371547",42,"12/13/1999 0:00:00","12:00:00 PM","EST",29,"CHESTER","PA","HEAVY RAIN",0,"","COUNTYWIDE","12/14/1999 0:00:00","04:00:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,0,"",0,"","PHI","PENNSYLVANIA, East","",0,0,0,0,"A slow moving low pressure system moved northeast  from southern Texas the morning of the 12th into southern Mississippi the morning of the 13th and into West Virginia the morning of the 14th. A second low pressure system formed near the Delmarva Peninsula during the day on the 14th and moved well offshore that night.  The slow movement by the low gave the region about 24 hours of steady rain from noon on the 13th into the mid afternoon of the 14th. The heaviest rain (about two-thirds of the storm total) fell during the morning and early afternoon of the 14th. Storm totals averaged around an inch and a half.  There was some urban and poor drainage flooding, but no other problems were reported.  Storm totals included 1.78 inches at the Franklin Institute within Philadelphia,  1.77 inches in Fricks (Bucks County), 1.63 inches in West Chester (Chester County), 1.56 inches in Neshaminy Falls (Bucks County), 1.53 inches at the Northeast Philadelphia Airport, 1.35 inches in Pottstown (Montgomery County), 1.29 inches in Valley Forge (Chester County), 1.28 inches in Palm (Montgomery County) 1.24 inches at the Philadelphia International Airport and 1.22 inches in Springtown (Bucks County). ",371547
"732003",42,"5/31/2008 0:00:00","15:30:00 PM","EST",39,"CRAWFORD","PA","THUNDERSTORM WIND",3,"E","MEADVILLE","5/31/2008 0:00:00","15:30:00 PM",0,NA,0,"","",0,0,NA,50,0,0,6,"K",0,"K","CLE","PENNSYLVANIA, Northwest","                                                                                                                                                                                                        ",4137,8005,0,0,"EVENT NARRATIVE: Thunderstorm winds downed a few trees east of Meadville. EPISODE NARRATIVE: Scattered thunderstorms developed during the afternoon hours of May 31st.  A few of these became severe.",731962
